3, 204, Control_c, 0, 100, 0
3, 204, Control_c, 0, 6, 12
3, 207, Pitch_bend_c, 0, 8192
3, 208, Control_c, 0, 101, 127
3, 208, Control_c, 0, 100, 127
3, 210, Text_t, "---- End of CH Setup --------------------------------------------------"
3, 1920, Note_on_c, 0, 75, 100
3, 2160, Note_off_c, 0, 75, 0
3, 2160, Note_on_c, 0, 68, 100
3, 2400, Note_off_c, 0, 68, 0
3, 2400, Note_on_c, 0, 70, 100
3, 2640, Note_off_c, 0, 70, 0
3, 2640, Note_on_c, 0, 71, 100
3, 2880, Note_off_c, 0, 71, 0
3, 2880, Note_on_c, 0, 73, 100
3, 3120, Note_off_c, 0, 73, 0
3, 3120, Note_on_c, 0, 75, 100
3, 3360, Note_off_c, 0, 75, 0
3, 3360, Note_on_c, 0, 68, 100
3, 3600, Note_off_c, 0, 68, 0
3, 3600, Note_on_c, 0, 75, 100
3, 3840, Note_off_c, 0, 75, 0
3, 3840, Note_on_c, 0, 68, 100
3, 4320, Note_off_c, 0, 68, 0
3, 4320, Note_on_c, 0, 73, 100
3, 4560, Note_off_c, 0, 73, 0
3, 4560, Note_on_c, 0, 75, 100
3, 4800, Note_off_c, 0, 75, 0
3, 4800, Note_on_c, 0, 73, 100
3, 5040, Note_off_c, 0, 73, 0
3, 5040, Note_on_c, 0, 75, 100
3, 5280, Note_off_c, 0, 75, 0
3, 5280, Note_on_c, 0, 70, 100
3, 5760, Note_off_c, 0, 70, 0
3, 5760, Note_on_c, 0, 68, 100
3, 6000, Note_off_c, 0, 68, 0
3, 6000, Note_on_c, 0, 63, 100
3, 6240, Note_off_c, 0, 63, 0
3, 6240, Note_on_c, 0, 68, 100
3, 6480, Note_off_c, 0, 68, 0
3, 6480, Note_on_c, 0, 70, 100
3, 6720, Note_off_c, 0, 70, 0
3, 6720, Note_on_c, 0, 71, 100
3, 6960, Note_off_c, 0, 71, 0
3, 6960, Note_on_c, 0, 73, 100
3, 7200, Note_off_c, 0, 73, 0
3, 7200, Note_on_c, 0, 75, 100
3, 7440, Note_off_c, 0, 75, 0
3, 7440, Note_on_c, 0, 80, 100
3, 7680, Note_off_c, 0, 80, 0
3, 7680, Note_on_c, 0, 75, 100
3, 7680, Note_on_c, 0, 68, 100
3, 8160, Note_off_c, 0, 75, 0
3, 8160, Note_off_c, 0, 68, 0
3, 8160, Note_on_c, 0, 84, 100
3, 8220, Note_off_c, 0, 84, 0
3, 8220, Note_on_c, 0, 85, 100
3, 8640, Note_off_c, 0, 85, 0
3, 8640, Note_on_c, 0, 85, 100
3, 8700, Note_off_c, 0, 85, 0
3, 8700, Note_on_c, 0, 82, 100
3, 9600, Note_off_c, 0, 82, 0
3, 9600, Note_on_c, 0, 68, 100
3, 9840, Note_off_c, 0, 68, 0
3, 9840, Note_on_c, 0, 63, 100
3, 10080, Note_off_c, 0, 63, 0
3, 10080, Note_on_c, 0, 68, 100
3, 10320, Note_off_c, 0, 68, 0
3, 10320, Note_on_c, 0, 63, 100
3, 10560, Note_off_c, 0, 63, 0
3, 10560, Note_on_c, 0, 70, 100
3, 10800, Note_off_c, 0, 70, 0
3, 10800, Note_on_c, 0, 63, 100
3, 11040, Note_off_c, 0, 63, 0
3, 11040, Note_on_c, 0, 71, 100
3, 11280, Note_off_c, 0, 71, 0
3, 11280, Note_on_c, 0, 63, 100
3, 11520, Note_off_c, 0, 63, 0
3, 11520, Note_on_c, 0, 73, 100
3, 11760, Note_off_c, 0, 73, 0
3, 11760, Note_on_c, 0, 63, 100
3, 12000, Note_off_c, 0, 63, 0
3, 12000, Note_on_c, 0, 75, 100
3, 12240, Note_off_c, 0, 75, 0
3, 12240, Note_on_c, 0, 63, 100
3, 12480, Note_off_c, 0, 63, 0
3, 12480, Note_on_c, 0, 70, 100
3, 12720, Note_off_c, 0, 70, 0
3, 12720, Note_on_c, 0, 63, 100
3, 12960, Note_off_c, 0, 63, 0
3, 12960, Note_on_c, 0, 66, 100
3, 13200, Note_off_c, 0, 66, 0
3, 13200, Note_on_c, 0, 63, 100
3, 13440, Note_off_c, 0, 63, 0
3, 13440, Note_on_c, 0, 68, 100
3, 14400, Note_off_c, 0, 68, 0
3, 14400, Note_on_c, 0, 68, 100
3, 14640, Note_off_c, 0, 68, 0
3, 14640, Note_on_c, 0, 75, 100
3, 14880, Note_off_c, 0, 75, 0
3, 14880, Note_on_c, 0, 70, 100
3, 15120, Note_off_c, 0, 70, 0
3, 15120, Note_on_c, 0, 75, 100
3, 15360, Note_off_c, 0, 75, 0
3, 15360, Note_on_c, 0, 71, 100
3, 15600, Note_off_c, 0, 71, 0
3, 15600, Note_on_c, 0, 75, 100
3, 15840, Note_off_c, 0, 75, 0
3, 15840, Note_on_c, 0, 73, 100
3, 16080, Note_off_c, 0, 73, 0
3, 16080, Note_on_c, 0, 75, 100
3, 16320, Note_off_c, 0, 75, 0
3, 16320, Note_on_c, 0, 71, 100
3, 16560, Note_off_c, 0, 71, 0
3, 16560, Note_on_c, 0, 75, 100
3, 16800, Note_off_c, 0, 75, 0
3, 16800, Note_on_c, 0, 70, 100
3, 17040, Note_off_c, 0, 70, 0
3, 17040, Note_on_c, 0, 75, 100
3, 17280, Note_off_c, 0, 75, 0
3, 17280, Note_on_c, 0, 68, 100
3, 17520, Note_off_c, 0, 68, 0
3, 17520, Note_on_c, 0, 63, 100
3, 17760, Note_off_c, 0, 63, 0
3, 17760, Note_on_c, 0, 68, 100
3, 18000, Note_off_c, 0, 68, 0
3, 18000, Note_on_c, 0, 63, 100
3, 18240, Note_off_c, 0, 63, 0
3, 18240, Note_on_c, 0, 70, 100
3, 18480, Note_off_c, 0, 70, 0
3, 18480, Note_on_c, 0, 63, 100
3, 18720, Note_off_c, 0, 63, 0
3, 18720, Note_on_c, 0, 71, 100
3, 18960, Note_off_c, 0, 71, 0
3, 18960, Note_on_c, 0, 63, 100
3, 19200, Note_off_c, 0, 63, 0
3, 19200, Note_on_c, 0, 73, 100
3, 19440, Note_off_c, 0, 73, 0
3, 19440, Note_on_c, 0, 63, 100
3, 19680, Note_off_c, 0, 63, 0
3, 19680, Note_on_c, 0, 75, 100
3, 19920, Note_off_c, 0, 75, 0
3, 19920, Note_on_c, 0, 63, 100
3, 20160, Note_off_c, 0, 63, 0
3, 20160, Note_on_c, 0, 70, 100
3, 20400, Note_off_c, 0, 70, 0
3, 20400, Note_on_c, 0, 63, 100
3, 20640, Note_off_c, 0, 63, 0
3, 20640, Note_on_c, 0, 66, 100
3, 20880, Note_off_c, 0, 66, 0
3, 20880, Note_on_c, 0, 63, 100
3, 21120, Note_off_c, 0, 63, 0
3, 21120, Note_on_c, 0, 68, 100
3, 23040, Note_off_c, 0, 68, 0
3, 23040, Note_on_c, 0, 75, 100
3, 23280, Note_off_c, 0, 75, 0
3, 23280, Note_on_c, 0, 71, 100
3, 23520, Note_off_c, 0, 71, 0
3, 23520, Note_on_c, 0, 70, 100
3, 23760, Note_off_c, 0, 70, 0
3, 23760, Note_on_c, 0, 66, 100
3, 24000, Note_off_c, 0, 66, 0
3, 24000, Note_on_c, 0, 68, 100
3, 24720, Note_off_c, 0, 68, 0
3, 24800, Note_on_c, 0, 64, 100
3, 24880, Note_off_c, 0, 64, 0
3, 24880, Note_on_c, 0, 63, 100
3, 24960, Note_off_c, 0, 63, 0
3, 24960, Note_on_c, 0, 68, 100
3, 25200, Note_off_c, 0, 68, 0
3, 25200, Note_on_c, 0, 63, 100
3, 25440, Note_off_c, 0, 63, 0
3, 25440, Note_on_c, 0, 68, 100
3, 25680, Note_off_c, 0, 68, 0
3, 25680, Note_on_c, 0, 63, 100
3, 25920, Note_off_c, 0, 63, 0
3, 25920, Note_on_c, 0, 70, 100
3, 26160, Note_off_c, 0, 70, 0
3, 26160, Note_on_c, 0, 63, 100
3, 26400, Note_off_c, 0, 63, 0
3, 26400, Note_on_c, 0, 71, 100
3, 26640, Note_off_c, 0, 71, 0
3, 26640, Note_on_c, 0, 63, 100
3, 26880, Note_off_c, 0, 63, 0
3, 26880, Note_on_c, 0, 73, 100
3, 27120, Note_off_c, 0, 73, 0
3, 27120, Note_on_c, 0, 63, 100
3, 27360, Note_off_c, 0, 63, 0
3, 27360, Note_on_c, 0, 75, 100
3, 27600, Note_off_c, 0, 75, 0
3, 27600, Note_on_c, 0, 63, 100
3, 27840, Note_off_c, 0, 63, 0
3, 27840, Note_on_c, 0, 70, 100
3, 28080, Note_off_c, 0, 70, 0
3, 28080, Note_on_c, 0, 63, 100
3, 28320, Note_off_c, 0, 63, 0
3, 28320, Note_on_c, 0, 66, 100
3, 28560, Note_off_c, 0, 66, 0
3, 28560, Note_on_c, 0, 68, 100
3, 28560, Note_on_c, 0, 63, 100
3, 29520, Note_off_c, 0, 68, 0
3, 29520, Note_off_c, 0, 63, 0
3, 29520, Note_on_c, 0, 68, 100
3, 30000, Note_off_c, 0, 68, 0
3, 30000, Note_on_c, 0, 75, 100
3, 30240, Note_off_c, 0, 75, 0
3, 30240, Note_on_c, 0, 70, 100
3, 30480, Note_off_c, 0, 70, 0
3, 30480, Note_on_c, 0, 75, 100
3, 30720, Note_off_c, 0, 75, 0
3, 30720, Note_on_c, 0, 71, 100
3, 30960, Note_off_c, 0, 71, 0
3, 30960, Note_on_c, 0, 75, 100
3, 31200, Note_off_c, 0, 75, 0
3, 31200, Note_on_c, 0, 73, 100
3, 31440, Note_off_c, 0, 73, 0
3, 31440, Note_on_c, 0, 75, 100
3, 31680, Note_off_c, 0, 75, 0
3, 31680, Note_on_c, 0, 71, 100
3, 31920, Note_off_c, 0, 71, 0
3, 31920, Note_on_c, 0, 75, 100
3, 32160, Note_off_c, 0, 75, 0
3, 32160, Note_on_c, 0, 70, 100
3, 32400, Note_off_c, 0, 70, 0
3, 32400, Note_on_c, 0, 75, 100
3, 32640, Note_off_c, 0, 75, 0
3, 32640, Note_on_c, 0, 68, 100
3, 32880, Note_off_c, 0, 68, 0
3, 32880, Note_on_c, 0, 63, 100
3, 33120, Note_off_c, 0, 63, 0
3, 33120, Note_on_c, 0, 68, 100
3, 33360, Note_off_c, 0, 68, 0
3, 33360, Note_on_c, 0, 63, 100
3, 33600, Note_off_c, 0, 63, 0
3, 33600, Note_on_c, 0, 70, 100
3, 33840, Note_off_c, 0, 70, 0
3, 33840, Note_on_c, 0, 63, 100
3, 34080, Note_off_c, 0, 63, 0
3, 34080, Note_on_c, 0, 71, 100
3, 34320, Note_off_c, 0, 71, 0
3, 34320, Note_on_c, 0, 63, 100
3, 34560, Note_off_c, 0, 63, 0
3, 34560, Note_on_c, 0, 73, 100
3, 34800, Note_off_c, 0, 73, 0
3, 34800, Note_on_c, 0, 63, 100
3, 35040, Note_off_c, 0, 63, 0
3, 35040, Note_on_c, 0, 75, 100
3, 35280, Note_off_c, 0, 75, 0
3, 35280, Note_on_c, 0, 63, 100
3, 35520, Note_off_c, 0, 63, 0
3, 35520, Note_on_c, 0, 70, 100
3, 35760, Note_off_c, 0, 70, 0
3, 35760, Note_on_c, 0, 63, 100
3, 36000, Note_off_c, 0, 63, 0
3, 36000, Note_on_c, 0, 66, 100
3, 36240, Note_off_c, 0, 66, 0
3, 36240, Note_on_c, 0, 68, 100
3, 36240, Note_on_c, 0, 63, 100
3, 38400, Note_off_c, 0, 68, 0
3, 38400, Note_off_c, 0, 63, 0
3, 38400, Note_on_c, 0, 75, 100
3, 38640, Note_off_c, 0, 75, 0
3, 38640, Note_on_c, 0, 71, 100
3, 38880, Note_off_c, 0, 71, 0
3, 38880, Note_on_c, 0, 70, 100
3, 39120, Note_off_c, 0, 70, 0
3, 39120, Note_on_c, 0, 66, 100
3, 39360, Note_off_c, 0, 66, 0
3, 39360, Note_on_c, 0, 68, 100
3, 40080, Note_off_c, 0, 68, 0
3, 40160, Note_on_c, 0, 64, 100
3, 40240, Note_off_c, 0, 64, 0
3, 40240, Note_on_c, 0, 63, 100
3, 40320, Note_off_c, 0, 63, 0
3, 86400, Note_on_c, 0, 75, 100
3, 86640, Note_off_c, 0, 75, 0
3, 86640, Note_on_c, 0, 68, 100
3, 86880, Note_off_c, 0, 68, 0
3, 86880, Note_on_c, 0, 70, 100
3, 87120, Note_off_c, 0, 70, 0
3, 87120, Note_on_c, 0, 71, 100
3, 87360, Note_off_c, 0, 71, 0
3, 87360, Note_on_c, 0, 73, 100
3, 87600, Note_off_c, 0, 73, 0
3, 87600, Note_on_c, 0, 75, 100
3, 87840, Note_off_c, 0, 75, 0
3, 87840, Note_on_c, 0, 68, 100
3, 88080, Note_off_c, 0, 68, 0
3, 88080, Note_on_c, 0, 75, 100
3, 88320, Note_off_c, 0, 75, 0
3, 88320, Note_on_c, 0, 68, 100
3, 88800, Note_off_c, 0, 68, 0
3, 88800, Note_on_c, 0, 73, 100
3, 89040, Note_off_c, 0, 73, 0
3, 89040, Note_on_c, 0, 75, 100
3, 89280, Note_off_c, 0, 75, 0
3, 89280, Note_on_c, 0, 73, 100
3, 89520, Note_off_c, 0, 73, 0
3, 89520, Note_on_c, 0, 75, 100
3, 89760, Note_off_c, 0, 75, 0
3, 89760, Note_on_c, 0, 70, 100
3, 90240, Note_off_c, 0, 70, 0
3, 90240, Note_on_c, 0, 68, 100
3, 90480, Note_off_c, 0, 68, 0
3, 90480, Note_on_c, 0, 63, 100
3, 90720, Note_off_c, 0, 63, 0
3, 90720, Note_on_c, 0, 68, 100
3, 90960, Note_off_c, 0, 68, 0
3, 90960, Note_on_c, 0, 70, 100
3, 91200, Note_off_c, 0, 70, 0
3, 91200, Note_on_c, 0, 71, 100
3, 91440, Note_off_c, 0, 71, 0
3, 91440, Note_on_c, 0, 73, 100
3, 91680, Note_off_c, 0, 73, 0
3, 91680, Note_on_c, 0, 75, 100
3, 91920, Note_off_c, 0, 75, 0
3, 91920, Note_on_c, 0, 80, 100
3, 92160, Note_off_c, 0, 80, 0
3, 92160, Note_on_c, 0, 75, 100
3, 92160, Note_on_c, 0, 68, 100
3, 92640, Note_off_c, 0, 75, 0
3, 92640, Note_off_c, 0, 68, 0
3, 92640, Note_on_c, 0, 84, 100
3, 92700, Note_off_c, 0, 84, 0
3, 92700, Note_on_c, 0, 85, 100
3, 93120, Note_off_c, 0, 85, 0
3, 93120, Note_on_c, 0, 85, 100
3, 93180, Note_off_c, 0, 85, 0
3, 93180, Note_on_c, 0, 82, 100
3, 94080, Note_off_c, 0, 82, 0
3, 94080, Note_on_c, 0, 68, 100
3, 94320, Note_off_c, 0, 68, 0
3, 94320, Note_on_c, 0, 63, 100
3, 94560, Note_off_c, 0, 63, 0
3, 94560, Note_on_c, 0, 68, 100
3, 94800, Note_off_c, 0, 68, 0
3, 94800, Note_on_c, 0, 63, 100
3, 95040, Note_off_c, 0, 63, 0
3, 95040, Note_on_c, 0, 70, 100
3, 95280, Note_off_c, 0, 70, 0
3, 95280, Note_on_c, 0, 63, 100
3, 95520, Note_off_c, 0, 63, 0
3, 95520, Note_on_c, 0, 71, 100
3, 95760, Note_off_c, 0, 71, 0
3, 95760, Note_on_c, 0, 63, 100
3, 96000, Note_off_c, 0, 63, 0
3, 96000, Note_on_c, 0, 73, 100
3, 96240, Note_off_c, 0, 73, 0
3, 96240, Note_on_c, 0, 63, 100
3, 96480, Note_off_c, 0, 63, 0
3, 96480, Note_on_c, 0, 75, 100
3, 96720, Note_off_c, 0, 75, 0
3, 96720, Note_on_c, 0, 63, 100
3, 96960, Note_off_c, 0, 63, 0
3, 96960, Note_on_c, 0, 70, 100
3, 97200, Note_off_c, 0, 70, 0
3, 97200, Note_on_c, 0, 63, 100
3, 97440, Note_off_c, 0, 63, 0
3, 97440, Note_on_c, 0, 66, 100
3, 97680, Note_off_c, 0, 66, 0
3, 97680, Note_on_c, 0, 63, 100
3, 97920, Note_off_c, 0, 63, 0
3, 97920, Note_on_c, 0, 68, 100
3, 98880, Note_off_c, 0, 68, 0
3, 98880, Note_on_c, 0, 68, 100
3, 99120, Note_off_c, 0, 68, 0
3, 99120, Note_on_c, 0, 75, 100
3, 99360, Note_off_c, 0, 75, 0
3, 99360, Note_on_c, 0, 70, 100
3, 99600, Note_off_c, 0, 70, 0
3, 99600, Note_on_c, 0, 75, 100
3, 99840, Note_off_c, 0, 75, 0
3, 99840, Note_on_c, 0, 71, 100
3, 100080, Note_off_c, 0, 71, 0
3, 100080, Note_on_c, 0, 75, 100
3, 100320, Note_off_c, 0, 75, 0
3, 100320, Note_on_c, 0, 73, 100
3, 100560, Note_off_c, 0, 73, 0
3, 100560, Note_on_c, 0, 75, 100
3, 100800, Note_off_c, 0, 75, 0
3, 100800, Note_on_c, 0, 71, 100
3, 101040, Note_off_c, 0, 71, 0
3, 101040, Note_on_c, 0, 75, 100
3, 101280, Note_off_c, 0, 75, 0
3, 101280, Note_on_c, 0, 70, 100
3, 101520, Note_off_c, 0, 70, 0
3, 101520, Note_on_c, 0, 75, 100
3, 101760, Note_off_c, 0, 75, 0
3, 101760, Note_on_c, 0, 68, 100
3, 102000, Note_off_c, 0, 68, 0
3, 102000, Note_on_c, 0, 63, 100
3, 102240, Note_off_c, 0, 63, 0
3, 102240, Note_on_c, 0, 68, 100
3, 102480, Note_off_c, 0, 68, 0
3, 102480, Note_on_c, 0, 63, 100
3, 102720, Note_off_c, 0, 63, 0
3, 102720, Note_on_c, 0, 70, 100
3, 102960, Note_off_c, 0, 70, 0
3, 102960, Note_on_c, 0, 63, 100
3, 103200, Note_off_c, 0, 63, 0
3, 103200, Note_on_c, 0, 71, 100
3, 103440, Note_off_c, 0, 71, 0
3, 103440, Note_on_c, 0, 63, 100
3, 103680, Note_off_c, 0, 63, 0
3, 103680, Note_on_c, 0, 73, 100
3, 103920, Note_off_c, 0, 73, 0
3, 103920, Note_on_c, 0, 63, 100
3, 104160, Note_off_c, 0, 63, 0
3, 104160, Note_on_c, 0, 75, 100
3, 104400, Note_off_c, 0, 75, 0
3, 104400, Note_on_c, 0, 63, 100
3, 104640, Note_off_c, 0, 63, 0
3, 104640, Note_on_c, 0, 70, 100
3, 104880, Note_off_c, 0, 70, 0
3, 104880, Note_on_c, 0, 63, 100
3, 105120, Note_off_c, 0, 63, 0
3, 105120, Note_on_c, 0, 66, 100
3, 105360, Note_off_c, 0, 66, 0
3, 105360, Note_on_c, 0, 63, 100
3, 105600, Note_off_c, 0, 63, 0
3, 105600, Note_on_c, 0, 68, 100
3, 107520, Note_off_c, 0, 68, 0
3, 107520, Note_on_c, 0, 75, 100
3, 107760, Note_off_c, 0, 75, 0
3, 107760, Note_on_c, 0, 71, 100
3, 108000, Note_off_c, 0, 71, 0
3, 108000, Note_on_c, 0, 70, 100
3, 108240, Note_off_c, 0, 70, 0
3, 108240, Note_on_c, 0, 66, 100
3, 108480, Note_off_c, 0, 66, 0
3, 108480, Note_on_c, 0, 68, 100
3, 109200, Note_off_c, 0, 68, 0
3, 109280, Note_on_c, 0, 64, 100
3, 109360, Note_off_c, 0, 64, 0
3, 109360, Note_on_c, 0, 63, 100
3, 109440, Note_off_c, 0, 63, 0
3, 186000, End_track
4, 0, Start_track
4, 0, Title_t, "CH02"
4, 0, MIDI_port, 0
4, 0, Text_t, "---- System Setup --------------------------------------------------"
4, 188, Text_t, "---- CH Setup --------------------------------------------------"
4, 188, Control_c, 1, 121, 0
4, 189, Control_c, 1, 0, 0
4, 189, Control_c, 1, 32, 0
4, 189, Program_c, 1, 33
4, 192, Control_c, 1, 10, 64
4, 193, Control_c, 1, 7, 100
4, 194, Control_c, 1, 91, 0
4, 195, Control_c, 1, 11, 127
4, 196, Control_c, 1, 1, 0
4, 197, Control_c, 1, 101, 0
4, 197, Control_c, 1, 100, 1
4, 197, Control_c, 1, 6, 64
4, 197, Control_c, 1, 38, 0
4, 201, Control_c, 1, 101, 0
4, 201, Control_c, 1, 100, 2
4, 201, Control_c, 1, 6, 64
4, 204, Control_c, 1, 101, 0
4, 204, Control_c, 1, 100, 0
4, 204, Control_c, 1, 6, 12
4, 207, Pitch_bend_c, 1, 8192
4, 208, Control_c, 1, 101, 127
4, 208, Control_c, 1, 100, 127
4, 210, Text_t, "---- End of CH Setup --------------------------------------------------"
4, 1920, Note_on_c, 1, 56, 100
4, 1920, Note_on_c, 1, 44, 100
4, 3840, Note_off_c, 1, 56, 0
4, 3840, Note_off_c, 1, 44, 0
4, 3840, Note_on_c, 1, 52, 100
4, 3840, Note_on_c, 1, 40, 100
4, 4800, Note_off_c, 1, 52, 0
4, 4800, Note_off_c, 1, 40, 0
4, 4800, Note_on_c, 1, 54, 100
4, 4800, Note_on_c, 1, 42, 100
4, 5760, Note_off_c, 1, 54, 0
4, 5760, Note_off_c, 1, 42, 0
4, 5760, Note_on_c, 1, 51, 100
4, 5760, Note_on_c, 1, 39, 100
4, 6720, Note_off_c, 1, 51, 0
4, 6720, Note_off_c, 1, 39, 0
4, 6720, Note_on_c, 1, 47, 100
4, 6720, Note_on_c, 1, 35, 100
4, 7680, Note_off_c, 1, 47, 0
4, 7680, Note_off_c, 1, 35, 0
4, 7680, Note_on_c, 1, 51, 100
4, 7680, Note_on_c, 1, 39, 100
4, 9600, Note_off_c, 1, 51, 0
4, 9600, Note_off_c, 1, 39, 0
4, 9600, Note_on_c, 1, 40, 100
4, 9840, Note_off_c, 1, 40, 0
4, 9840, Note_on_c, 1, 47, 100
4, 10080, Note_off_c, 1, 47, 0
4, 10080, Note_on_c, 1, 56, 100
4, 10080, Note_on_c, 1, 52, 100
4, 10320, Note_off_c, 1, 56, 0
4, 10320, Note_off_c, 1, 52, 0
4, 10320, Note_on_c, 1, 47, 100
4, 10560, Note_off_c, 1, 47, 0
4, 10560, Note_on_c, 1, 40, 100
4, 10800, Note_off_c, 1, 40, 0
4, 10800, Note_on_c, 1, 47, 100
4, 11040, Note_off_c, 1, 47, 0
4, 11040, Note_on_c, 1, 56, 100
4, 11040, Note_on_c, 1, 52, 100
4, 11280, Note_off_c, 1, 56, 0
4, 11280, Note_off_c, 1, 52, 0
4, 11280, Note_on_c, 1, 47, 100
4, 11520, Note_off_c, 1, 47, 0
4, 11520, Note_on_c, 1, 40, 100
4, 11760, Note_off_c, 1, 40, 0
4, 11760, Note_on_c, 1, 47, 100
4, 12000, Note_off_c, 1, 47, 0
4, 12000, Note_on_c, 1, 56, 100
4, 12000, Note_on_c, 1, 52, 100
4, 12240, Note_off_c, 1, 56, 0
4, 12240, Note_off_c, 1, 52, 0
4, 12240, Note_on_c, 1, 47, 100
4, 12480, Note_off_c, 1, 47, 0
4, 12480, Note_on_c, 1, 42, 100
4, 12720, Note_off_c, 1, 42, 0
4, 12720, Note_on_c, 1, 49, 100
4, 12960, Note_off_c, 1, 49, 0
4, 12960, Note_on_c, 1, 58, 100
4, 12960, Note_on_c, 1, 54, 100
4, 13200, Note_off_c, 1, 58, 0
4, 13200, Note_off_c, 1, 54, 0
4, 13200, Note_on_c, 1, 49, 100
4, 13440, Note_off_c, 1, 49, 0
4, 13440, Note_on_c, 1, 44, 100
4, 13680, Note_off_c, 1, 44, 0
4, 13680, Note_on_c, 1, 51, 100
4, 13920, Note_off_c, 1, 51, 0
4, 13920, Note_on_c, 1, 59, 100
4, 13920, Note_on_c, 1, 56, 100
4, 14160, Note_off_c, 1, 59, 0
4, 14160, Note_off_c, 1, 56, 0
4, 14160, Note_on_c, 1, 51, 100
4, 14400, Note_off_c, 1, 51, 0
4, 14400, Note_on_c, 1, 44, 100
4, 14640, Note_off_c, 1, 44, 0
4, 14640, Note_on_c, 1, 51, 100
4, 14880, Note_off_c, 1, 51, 0
4, 14880, Note_on_c, 1, 59, 100
4, 14880, Note_on_c, 1, 56, 100
4, 15120, Note_off_c, 1, 59, 0
4, 15120, Note_off_c, 1, 56, 0
4, 15120, Note_on_c, 1, 51, 100
4, 15360, Note_off_c, 1, 51, 0
4, 15360, Note_on_c, 1, 44, 100
4, 15600, Note_off_c, 1, 44, 0
4, 15600, Note_on_c, 1, 51, 100
4, 15840, Note_off_c, 1, 51, 0
4, 15840, Note_on_c, 1, 59, 100
4, 15840, Note_on_c, 1, 56, 100
4, 16080, Note_off_c, 1, 59, 0
4, 16080, Note_off_c, 1, 56, 0
4, 16080, Note_on_c, 1, 51, 100
4, 16320, Note_off_c, 1, 51, 0
4, 16320, Note_on_c, 1, 44, 100
4, 16560, Note_off_c, 1, 44, 0
4, 16560, Note_on_c, 1, 51, 100
4, 16800, Note_off_c, 1, 51, 0
